2,733711663-2,lbasili1,IS,$235511.64,33018,Lexus,Fuscia,2008,Rio Preto da Eva,,Brazil,Male,Real,jcb,1FA6P0G77E5496181
3,496351373-0,abisacre2,Sedona,$264822.22,79176,Kia,Khaki,2002,Waterbury,Connecticut,United States,Male,Dollar,jcb,5UXFG43569L568428
4,046162351-X,mgethins3,MX-5,$959267.43,101327,Mazda,Orange,2000,Vänersborg,Västra Götaland,Sweden,Female,Krona,jcb,4T1BD1FK4FU723987
5,470195936-7,rspelsbury4,Express,$369775.52,53309,Chevrolet,Maroon,2007,La Purisima,Guanajuato,Mexico,Female,Peso,jcb,YV1902MM6F1949596
6,006786826-6,dmccullogh5,Sunbird,$871001.13,125218,Pontiac,Blue,1990,Smedjebacken,Dalarna,Sweden,Female,Krona,jcb,WA1YD54B84N809247
7,008479872-6,smaccolgan6,Tribute,$198644.48,82292,Mazda,Indigo,2003,Pasłęk,,Poland,Female,Zloty,jcb,3VW517AT9FM978729
8,891192632-9,caristide7,Patriot,$223964.74,138366,Jeep,Khaki,2010,José de Freitas,,Brazil,Female,Real,jcb,JA32U2FUXFU983823
9,958470684-5,omuckersie8,Wrangler,$798325.85,99385,Jeep,Crimson,1995,Minador do Negrão,,Brazil,Male,Real,jcb,JA4AD3A36FZ576452
10,604339288-7,bducker9,NX,$998376.31,20219,Nissan,Red,1992,Bariri,,Brazil,Male,Real,instapayment,WDCYC3HF1AX878060
11,238881089-2,bgrubba,Ascender,$365167.89,133295,Isuzu,Indigo,2007,Roissy Charles-de-Gaulle,Île-de-France,France,Female,Euro,mastercard,2G61V5S83E9003366
12,859212510-3,jhenrionotb,Corvette,$567536.43,68558,Chevrolet,Goldenrod,2004,Edinburgh,Scotland,United Kingdom,Male,Pound,jcb,1GD21XEG1FZ615628
13,532191870-8,rbolzmannc,Sedona,$610085.40,131646,Kia,Pink,2010,Encantado,,Brazil,Male,Real,jcb,WBAYF8C55ED753236
14,007897248-5,ilesekd,Swift,$281523.08,71229,Suzuki,Indigo,1995,Göteborg,Västra Götaland,Sweden,Female,Krona,jcb,KNDMG4C7XB6549430
15,314103494-X,tbucke,Corolla,$101949.32,114172,Toyota,Goldenrod,2012,Robertsfors,Västerbotten,Sweden,Male,Krona,jcb,1FTEW1CM5BK951422
16,171874586-9,sgrationf,Reno,$98024.54,63829,Suzuki,Mauv,2005,Vicente Guerrero,Tabasco,Mexico,Male,Peso,china-unionpay,WAUDH78E08A583532
17,556059018-5,dsanthouseg,Yukon Denali,$255200.12,97079,GMC,Blue,2006,Söderhamn,Gävleborg,Sweden,Male,Krona,jcb,JN8AS1MU9BM310276
18,078280516-7,rmacgeaneyh,Fox,$71983.64,77546,Volkswagen,Red,1988,Realeza,,Brazil,Female,Real,jcb,KMHTC6AD5CU337264
19,531246665-4,egiorgii,2500 Club Coupe,$833167.20,36282,GMC,Green,1994,Atlanta,Georgia,United States,Male,Dollar,jcb,2HNYD2H38CH937867
20,654740740-3,ndaybornej,626,$183820.65,59312,Mazda,Khaki,2002,Orsay,Île-de-France,France,Female,Euro,switch,SCBDR33W48C664923
21,966940957-8,kabramofk,530,$877076.43,67224,BMW,Indigo,2003,Cosmópolis,,Brazil,Female,Real,diners-club-enroute,WBAVB13586K046683
22,475325037-7,aiacovidesl,S-Class,$107833.10,123251,Mercedes-Benz,Red,1992,Caruaru,,Brazil,Female,Real,jcb,SALAG2D48DA812468
23,577597237-6,mvielm,Swift,$793534.93,114357,Suzuki,Aquamarine,1995,Irará,,Brazil,Female,Real,jcb,WAUKH78EX6A164303
24,160679458-2,radolthinen,F-Series,$920011.08,96267,Ford,Crimson,2006,Bondoufle,Île-de-France,France,Male,Euro,jcb,1B3AZ6EZ1AV514837
25,997849705-6,pfluito,Miata MX-5,$289623.62,73479,Mazda,Maroon,2005,Forshaga,Värmland,Sweden,Female,Krona,mastercard,WBABN334X1J162978
26,653903640-X,ischaperop,Equus,$116198.62,102390,Hyundai,Violet,2011,Porto Calvo,,Brazil,Male,Real,americanexpress,WBAVA33518K790630
27,326706149-0,ljekyllq,3500,$416854.83,133680,Ram,Crimson,2011,Saint Louis,Missouri,United States,Male,Dollar,diners-club-carte-blanche,5TDDK3DC3CS126856
28,631409330-9,gsheenr,MR2,$122209.69,45367,Toyota,Yellow,2001,Almirante Tamandaré,,Brazil,Female,Real,jcb,1G6KD57Y88U219902
29,070833492-X,jlongbones,Genesis Coupe,$698774.09,76553,Hyundai,Purple,2011,São Gotardo,,Brazil,Female,Real,jcb,1D7RB1CP5BS728703
30,664529307-0,rfendlowt,Voyager,$618360.38,41611,Plymouth,Maroon,1992,Laspezia,Liguria,Italy,Female,Euro,mastercard,JN8AE2KP2F9493992
31,340678623-5,askirlingu,riolet,$694745.66,33843,Volkswagen,Fuscia,1992,Laspezia,Liguria,Italy,Female,Euro,jcb,WAUPN94E38N963920
32,517453516-8,nelwardv,Jetta,$675403.68,86682,Volkswagen,Crimson,1990,Medeiros Neto,,Brazil,Male,Real,americanexpress,JTHFE2C29E2423805
33,371720961-2,vthunnercliffw,Eurovan,$631826.81,26351,Volkswagen,Khaki,1992,Anguera,,Brazil,Male,Real,maestro,5FNYF3H44FB681882
34,679331792-X,lguilletonx,Challenger,$532730.70,121199,Dodge,Turquoise,2010,Orléans,Centre,France,Male,Euro,jcb,1GYUCKEF4AR490760
35,483763788-4,jhundaly,S70,$511630.30,23834,Volvo,Mauv,1999,Chojna,,Poland,Male,Zloty,jcb,1G6DV5EPXA0910491
36,325155667-3,vwildtz,Model T,$449684.54,109730,Ford,Mauv,1909,Pantanal,,Brazil,Female,Real,solo,JN8AE2KP0B9632169
37,845916039-4,btynan10,Sephia,$448800.71,143512,Kia,Aquamarine,1994,Dijon,Bourgogne,France,Male,Euro,maestro,5XYKT3A10BG383380
38,729341856-6,wloy11,Windstar,$991750.19,133552,Ford,Indigo,2002,Richmond,Virginia,United States,Male,Dollar,china-unionpay,2G4WE587361020049
39,088810856-7,cmullins12,Sonata,$236965.12,14180,Hyundai,Mauv,2004,Trąbki,,Poland,Male,Zloty,americanexpress,5UXFA13524L246703
40,276991924-5,bmartellini13,944,$538741.86,10559,Porsche,Orange,1991,Washington,District of Columbia,United States,Male,Dollar,jcb,3VW4A7AT6CM701320
41,288861755-2,agenders14,S60,$315291.33,70330,Volvo,Violet,2004,Monteros,,Argentina,Male,Peso,jcb,WUARL48H74K609356
