3,443211011-2,dbason2,Tiburon,$339221.90,65175,Hyundai,Aquamarine,2001,Grand Rapids,Michigan,United States,Female,Dollar,jcb,1GTN1TEH2FZ446562
4,835759307-0,mveart3,xD,$109023.42,84938,Scion,Teal,2008,Vadstena,Östergötland,Sweden,Female,Krona,maestro,1G6KD54Y11U334495
5,837832685-3,yskilbeck4,Crown Victoria,$393440.80,66307,Ford,Red,2004,Łazy,,Poland,Female,Zloty,diners-club-international,WAUHF98P28A022978
6,178580307-7,aelstow5,Golf,$895651.56,106595,Volkswagen,Teal,1986,Pompano Beach,Florida,United States,Female,Dollar,diners-club-international,1N4AB7AP0DN812089
7,686631986-2,nstearnes6,F-Series,$588201.18,46285,Ford,Indigo,1997,Nicolas Bravo,Guerrero,Mexico,Female,Peso,jcb,1GKS1GEJ6CR996599
8,027063886-5,smclemon7,M-Class,$118265.56,145517,Mercedes-Benz,Crimson,2004,Wałcz,,Poland,Female,Zloty,mastercard,5N1AR2MM6DC870029
9,145366842-X,ahusbands8,Colorado,$874975.05,8995,Chevrolet,Khaki,2006,Quimper,Bretagne,France,Male,Euro,jcb,5GAKVBED1BJ119353
10,632825986-7,lmirando9,TL,$574507.36,110232,Acura,Goldenrod,2010,Nancy,Lorraine,France,Male,Euro,jcb,1GD22ZCG6DZ354862
11,897374076-8,rjoanica,Range Rover,$703648.11,105519,Land Rover,Yellow,1999,Dębowa Łąka,,Poland,Male,Zloty,china-unionpay,1GKS1EEF9DR577647
12,965359595-4,edenisetb,Corvette,$990635.97,16027,Chevrolet,Green,1957,Gainesville,Florida,United States,Female,Dollar,jcb,WVWED7AJ8BW510865
13,119847784-9,poxherdc,Tacoma,$177024.90,72421,Toyota,Crimson,1998,Salto de Pirapora,,Brazil,Female,Real,mastercard,WAUJC58E03A896305
14,269273009-7,dpovahd,Grand Caravan,$776496.95,78019,Dodge,Goldenrod,1995,Göteborg,Västra Götaland,Sweden,Male,Krona,bankcard,2G61V5S87F9686786
15,945838086-3,gcanfere,Ram 1500 Club,$101354.48,23465,Dodge,Pink,2000,Saint-Maur-des-Fossés,Île-de-France,France,Male,Euro,mastercard,JM1GJ1T69E1083365
16,538657745-X,wbanasevichf,Sky,$719452.45,133789,Saturn,Goldenrod,2009,Wootton,England,United Kingdom,Female,Pound,jcb,1G4GB5GR0CF787782
17,525335016-0,lvigursg,Tiburon,$519966.94,52562,Hyundai,Pink,2007,Caucete,,Argentina,Male,Peso,mastercard,WAUCVAFR1CA091060
18,284352805-4,msalkildh,Passat,$147247.90,124816,Volkswagen,Blue,1996,Guadalupe Victoria,Puebla,Mexico,Female,Peso,jcb,1N6AD0CU3FN316475
19,249860353-0,khedlingi,Sportage,$416944.11,147102,Kia,Crimson,2011,Sundsvall,Västernorrland,Sweden,Male,Krona,jcb,1D7RE2GK8BS191210
20,768129014-1,hnewtonj,Suburban,$520168.66,59510,Chevrolet,Khaki,2010,Roscoff,Bretagne,France,Male,Euro,jcb,WP0CB2A84CS610063
21,220385405-7,hpieraccik,Montana,$179300.39,32441,Pontiac,Goldenrod,2000,Allen,,Argentina,Male,Peso,jcb,5N1AA0ND5FN892492
22,824114443-1,cwhittickl,Mazda6,$894107.58,133522,Mazda,Aquamarine,2003,Klenica,,Poland,Male,Zloty,maestro,WBAUC7C58AV293737
23,458706280-4,bhandysidem,Esprit,$546447.53,54902,Lotus,Orange,1994,Seattle,Washington,United States,Female,Dollar,mastercard,WUAPV64B93N358318
